Participant,fold,uncorrelated
10,1.236972276,1.526359343
10,0.960827614,1.202159067
10,0.908788187,0.98226833
10,0.984851216,1.170126029
11,1.354618985,1.535002679
11,1.385391008,1.259251256
11,1.200658627,1.410554208
11,1.300548382,1.110457509
11,0.823267576,1.314072347
11,1.347475646,1.309697053
11,0.992620814,1.434646939
11,1.084438649,1.214627446
11,0.944641491,1.250545308
11,1.308523994,1.526492489
11,1.128093437,1.250462769
11,1.276379256,1.246519724
11,1.072198808,1.442356316
11,1.092250564,1.462352308
11,0.944267246,1.234277025
11,1.132133933,1.022296121
11,1.199872912,0.962159994
11,1.372138377,1.502141593
11,1.368087852,1.450030792
11,1.419884291,1.110023626
11,1.023896129,1.361980949
11,1.363743966,1.077935072
11,1.207681947,1.241805842
11,0.891691606,1.53391095
11,1.119605832,1.017820212
11,0.891553865,1.02173957
11,0.999532185,1.37768787
11,1.331370592,1.197693159
11,0.975372321,1.153618397
11,0.915251509,1.069516314
11,1.06340883,1.417407445
11,0.867226473,1.517329686
11,0.951053964,1.369313287
11,1.035218831,1.037238763
11,0.870999179,1.129148026
11,1.131096941,1.141172937
11,0.982879872,1.02514888
11,1.154933921,1.301105436
11,1.00695888,1.11301973
11,1.458716908,1.133030378
11,1.478731786,1.304936665
11,1.082707829,1.324852118
11,0.958605258,1.472813705
11,1.218508565,1.028904452
11,1.190545302,1.032772288
11,1.426496794,1.156707882
11,1.214597565,1.040630703
11,1.058347245,0.996636735
11,1.430337533,1.416495793
11,1.306284997,1.404411032
11,1.470209351,1.120318755
11,1.138312852,1.140341775
11,0.982139704,1.272286432
11,1.306243991,1.404373629
11,1.206082737,1.048162324
11,1.538072419,1.436164673
11,1.02981846,1.440088379
11,1.137917093,1.028121041
11,1.357883,1.168006251
11,1.49766495,1.203953731
11,1.477742497,1.184006238
11,1.481677138,1.083956885
11,1.157772828,1.335874094
11,1.441566393,1.051687166
11,1.557484862,1.519779955
11,1.241491525,1.067691601
11,1.037379641,1.263528014
11,1.385362583,1.459403946
11,1.085257798,1.503539571
11,1.481216232,1.147458239
11,0.949286068,1.343409247
11,1.409037763,1.243335777
11,1.021045409,1.159374036
11,1.457050258,1.171334009
11,1.252978858,1.247153349
11,1.184837265,1.083139852
11,1.532871639,1.478976794
11,1.488838244,1.019039584
11,0.908752983,1.542957315
11,0.992729723,1.402941214
11,0.884699817,1.110881131
11,1.00063833,0.922854165
11,1.052509467,1.150708899
11,1.17642703,1.498700484
11,1.228493339,1.454632001
11,0.904455847,1.114564348
11,1.17238554,1.038532614
11,1.256106105,1.234563044
11,1.444237284,1.43048225
11,1.008122627,1.498389059
11,1.284165526,1.446323749
11,1.144087422,1.274389821
11,1.403970449,1.214273985
11,1.31199842,1.378146796
11,1.371889361,1.238097711
11,0.91987173,1.298196692
11,1.011788531,1.230026456
11,1.319793885,1.001906274
11,1.211739395,1.486010261
11,1.095653669,1.241832789
12,1.368899285,1.442401675
12,1.228055829,1.26498322
12,1.133004397,1.088111633
12,1.185055764,1.284292859
12,1.332010021,1.439806618
12,1.319984976,1.115144075
12,1.157064524,1.360430975
12,1.0009625,1.452504912
12,1.324811888,1.088323676
12,1.30496332,1.380347448
12,1.508775572,1.496123928
12,1.048779439,1.612065388
12,1.372707818,1.424130818
12,1.096700947,1.260027717
12,0.956739722,1.111685109
12,1.296555904,1.195899255
12,1.004574763,1.775943151
12,1.136423351,1.243912025
12,1.204438706,1.679816208
12,1.480347413,1.819690148
12,0.964258,1.719531367
12,1.360238661,1.571646897
12,1.044235597,1.519546564
12,1.104174882,1.50749734
12,1.308119937,1.559521834
12,0.976072417,1.691353762
12,1.060033428,1.639364376
12,1.120033555,1.211193943
12,0.971958682,1.215286603
12,1.111864491,1.283188868
12,1.427737703,1.41512962
12,1.239581266,1.378918031
12,1.123710221,1.439079327
12,1.407670547,1.642859085
12,1.659488677,1.222981273
12,1.111482175,1.218885814
12,1.507539279,1.430854161
12,0.943411559,1.594871096
12,1.45941014,1.374683528
12,0.887260524,1.31469653
12,1.219332509,1.326592284
12,1.191250754,1.562521102
12,1.395254635,1.382466002
12,1.455174388,1.242393371
12,1.378977376,1.470438734
12,1.206998125,1.506365931
12,1.002991972,1.510169354
12,1.254914923,1.546188662
12,0.994673658,1.342091817
12,1.038865923,1.514060509
12,1.378719864,1.366019169
12,1.334781659,1.482017657
12,1.322595548,1.26996341
12,1.534548106,1.505934925
12,1.290599013,1.581823523
12,1.430465672,1.601724687
12,0.962495247,1.205860436
12,1.022405332,1.161720684
12,0.87438654,1.029628307
12,1.478304799,1.185583231
12,1.042170228,1.405577924
12,1.510252425,1.273446206
12,1.490151155,1.237475098
12,1.390175007,1.401453419
12,1.074058589,1.173278052
12,1.014108786,1.041301328
12,1.482013197,1.517225821
12,1.54205434,1.121183623
12,1.417948344,1.661223492
12,1.26180261,1.401018914
12,1.281756682,1.269073969
12,1.141748763,1.537032927
12,1.041564476,1.372899208
12,1.341572341,1.264897706
12,1.273479021,1.01279996
12,1.093478071,1.504812957
12,1.577423947,1.108681825
12,1.453333245,1.144779295
12,1.433294135,1.484524969
12,1.413326232,1.112495961
12,1.321310744,1.628437808
12,1.261140148,1.184433045
12,1.609050757,1.492373006
12,1.069110681,1.648260196
12,1.440952968,1.652340602
12,1.148977479,1.312270665
12,1.168990618,1.484099341
12,1.380916657,1.576188695
12,1.560824709,1.244019948
12,1.556786146,1.312082679
12,1.272702258,1.13193362
12,1.164719756,0.911945657
12,1.024542481,1.139886794
12,1.188563053,1.127798279
12,1.560507419,1.443779068
12,1.268553956,1.159714853
12,1.584399483,1.627603313
12,1.364459908,1.143662849
12,0.968390836,1.283537915
12,1.300315962,1.167457064
